year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,5,10,1824,1930,-106,2432,2538,-112,WN,620,N481CB,EWR,ORD,368,3483,19,30,2013-05-10 19:00:00
2013,3,22,2038,2115,-77,2651,2728,-79,MQ,5176,N686DC,LGA,MCO,373,3508,21,15,2013-03-22 21:00:00
2013,8,26,2017,2000,17,2244,2227,20,DL,3974,N736HF,LGA,ORD,147,1221,20,0,2013-08-26 20:00:00
2013,11,15,1448,1400,48,1702,1654,71,HA,6643,N279AA,LGA,MKE,174,1611,14,0,2013-11-15 14:00:00
2013,7,15,1289,1300,-11,1826,1837,-16,OO,1231,N137GF,LGA,SNA,337,3016,13,0,2013-07-15 13:00:00
2013,6,4,1619,1645,-26,1837,1863,-2,F9,1627,N172BD,JFK,BWI,138,1247,16,45,2013-06-04 16:00:00
2013,5,5,1951,1900,51,2396,2345,79,VX,6895,N839GF,EWR,FLL,285,2462,19,0,2013-05-05 19:00:00
2013,12,23,1380,1330,50,1923,1873,78,HA,7579,N198FD,EWR,BWI,343,2872,13,30,2013-12-23 13:00:00
2013,11,12,1800,1730,70,2146,2076,75,HA,1004,N291DB,LGA,DTW,226,2082,17,30,2013-11-12 17:00:00
2013,12,1,1060,1015,45,1209,1164,34,AA,2200,N324BA,LGA,DTW,109,965,10,15,2013-12-01 10:00:00
2013,6,24,2182,2215,-33,2799,2832,-15,B6,7832,N981BB,JFK,PHL,377,3553,22,15,2013-06-24 22:00:00
2013,11,16,2155,2115,40,2300,2260,59,AS,3205,N372DB,JFK,TPA,105,839,21,15,2013-11-16 21:00:00
2013,10,2,1392,1430,-38,1537,1575,-9,UA,5266,N454GE,LGA,MIA,105,993,14,30,2013-10-02 14:00:00
2013,7,9,1350,1300,50,1968,1918,62,AA,1595,N386GA,LGA,FLL,378,2944,13,0,2013-07-09 13:00:00
2013,4,10,1631,1645,-14,1760,1774,-19,VX,6486,N500BF,LGA,CVG,89,691,16,45,2013-04-10 16:00:00
2013,11,11,1394,1315,79,1531,1452,70,OO,8164,N845BE,LGA,MCO,97,743,13,15,2013-11-11 13:00:00
2013,12,14,800,800,0,858,858,11,YV,8191,N705EA,JFK,RDU,58,475,8,0,2013-12-14 08:00:00
2013,2,10,1594,1600,-6,2244,2250,24,9E,7157,N711DE,EWR,SJU,410,3577,16,0,2013-02-10 16:00:00
2013,2,1,975,1045,-70,1234,1304,-59,F9,4480,N957GC,EWR,TPA,179,1503,10,45,2013-02-01 10:00:00
2013,8,27,1803,1815,-12,2226,2238,-16,B6,5298,N732AD,JFK,MKE,263,2190,18,15,2013-08-27 18:00:00
2013,11,20,2063,2045,18,2169,2151,23,VX,8644,N885GA,EWR,SFO,66,614,20,45,2013-11-20 20:00:00
2013,11,21,1217,1145,72,1475,1403,94,F9,7374,N847EA,EWR,MCO,178,1586,11,45,2013-11-21 11:00:00
2013,3,25,1379,1330,49,1800,1751,64,B6,1430,N829CD,EWR,DFW,261,2222,13,30,2013-03-25 13:00:00
2013,10,26,740,830,-90,1269,1359,-76,MQ,3897,N104AB,EWR,BOS,329,2879,8,30,2013-10-26 08:00:00
2013,12,5,581,530,51,1011,960,41,US,7314,N387GF,EWR,DTW,270,2057,5,30,2013-12-05 05:00:00
2013,12,23,1932,1800,132,2148,2016,121,AS,3551,N662AB,LGA,HNL,136,1245,18,0,2013-12-23 18:00:00
2013,5,12,747,715,32,995,963,35,B6,5182,N382CA,JFK,TPA,168,1481,7,15,2013-05-12 07:00:00
2013,2,16,2024,2100,-76,2551,2627,-63,WN,120,N773HC,JFK,PBI,327,3075,21,0,2013-02-16 21:00:00
2013,11,1,1180,1130,50,1808,1758,40,AA,4716,N295GC,LGA,ATL,388,3414,11,30,2013-11-01 11:00:00
2013,6,21,1332,1315,17,1856,1839,14,AS,8472,N877DB,LGA,RDU,324,2617,13,15,2013-06-21 13:00:00
2013,11,19,519,500,19,856,837,13,B6,2322,N384AC,LGA,SNA,217,1678,5,0,2013-11-19 05:00:00
2013,7,14,1007,1030,-23,1343,1366,-20,B6,2462,N823DA,LGA,STL,216,1748,10,30,2013-07-14 10:00:00
2013,5,20,746,745,1,990,989,8,DL,6213,N443GE,JFK,FLL,164,1543,7,45,2013-05-20 07:00:00
2013,7,14,624,630,-6,745,751,-19,HA,6584,N897HA,JFK,HNL,81,699,6,30,2013-07-14 06:00:00
2013,1,27,1294,1345,-51,1814,1865,-35,AA,5378,N264DB,LGA,ATL,320,2477,13,45,2013-01-27 13:00:00
2013,11,28,1834,1800,34,2249,2215,37,F9,7805,N267AC,LGA,SFO,255,2412,18,0,2013-11-28 18:00:00
2013,2,8,698,715,-17,923,940,-19,DL,7048,N287AC,LGA,STL,145,1321,7,15,2013-02-08 07:00:00
2013,4,2,1947,1945,2,2261,2259,-11,HA,2670,N548GA,JFK,PHL,194,1810,19,45,2013-04-02 19:00:00
2013,5,25,1602,1630,-28,2121,2149,-31,9E,3182,N239DF,EWR,MCO,319,2670,16,30,2013-05-25 16:00:00
2013,4,11,1274,1300,-26,1520,1546,-38,F9,5180,N601AC,LGA,TPA,166,1470,13,0,2013-04-11 13:00:00
2013,11,26,2015,2030,-15,2462,2477,-28,HA,6406,N189BE,EWR,DFW,287,2441,20,30,2013-11-26 20:00:00
2013,3,4,1673,1645,28,2011,1983,36,DL,8299,N822EB,EWR,OAK,218,1909,16,45,2013-03-04 16:00:00
2013,5,12,643,600,43,944,901,48,MQ,5813,N327AE,EWR,MDW,181,1636,6,0,2013-05-12 06:00:00
2013,5,20,1762,1700,62,1815,1753,83,FL,8908,N940CB,LGA,TPA,53,440,17,0,2013-05-20 17:00:00
2013,1,6,1154,1200,-46,1289,1335,-16,DL,9464,N456CA,JFK,ORD,95,713,12,0,2013-01-06 12:00:00
2013,12,6,1741,1700,41,2259,2218,28,DL,5383,N135BF,EWR,DFW,318,2629,17,0,2013-12-06 17:00:00
2013,2,9,1797,1815,-18,2433,2451,-8,AA,4881,N302DA,JFK,FLL,396,3383,18,15,2013-02-09 18:00:00
2013,4,17,1992,1930,62,2326,2264,63,FL,3985,N899FF,EWR,BOS,214,1976,19,30,2013-04-17 19:00:00
2013,7,20,1817,1845,-28,2376,2404,1,MQ,5908,N701GA,EWR,BQN,359,2850,18,45,2013-07-20 18:00:00
2013,8,20,935,930,5,1580,1575,-10,WN,6535,N304CA,LGA,CVG,405,3388,9,30,2013-08-20 09:00:00
2013,3,7,838,845,-7,1289,1296,-16,OO,5426,N759GC,EWR,SNA,291,2218,8,45,2013-03-07 08:00:00
2013,7,15,1214,1215,-1,1452,1453,11,VX,1864,N771HF,EWR,PHX,158,1314,12,15,2013-07-15 12:00:00
2013,7,9,2039,2015,24,2578,2554,12,EV,4476,N424HE,LGA,BQN,339,2681,20,15,2013-07-09 20:00:00
2013,4,24,1987,2000,-13,2125,2138,-2,OO,533,N407DA,LGA,DTW,98,889,20,0,2013-04-24 20:00:00
2013,5,25,622,630,-8,859,867,19,VX,3072,N189BE,EWR,CVG,157,1314,6,30,2013-05-25 06:00:00
2013,9,4,1064,1100,-36,1478,1514,-38,FL,1787,N283GA,LGA,PHL,254,2164,11,0,2013-09-04 11:00:00
2013,2,28,1096,1100,-4,1509,1513,21,UA,9302,N947BB,EWR,ORD,253,2192,11,0,2013-02-28 11:00:00
2013,9,15,1833,1830,3,2165,2162,27,B6,3844,N602HF,LGA,DTW,212,1788,18,30,2013-09-15 18:00:00
2013,7,9,1419,1430,-11,2059,2070,8,VX,9247,N629GA,LGA,BWI,400,3050,14,30,2013-07-09 14:00:00
2013,1,5,1112,1130,-18,1452,1470,7,OO,6505,N851BE,LGA,FLL,220,1817,11,30,2013-01-05 11:00:00
2013,1,23,1032,945,87,1665,1578,112,EV,1589,N450DD,EWR,MCO,393,2996,9,45,2013-01-23 09:00:00
2013,6,5,1186,1245,-59,1834,1893,-47,FL,7348,N664BE,EWR,MKE,408,3832,12,45,2013-06-05 12:00:00
2013,10,18,1642,1730,-88,2296,2384,-100,DL,6361,N196BA,JFK,OAK,414,3330,17,30,2013-10-18 17:00:00
2013,2,8,1636,1630,6,2260,2254,-3,9E,7453,N678AC,LGA,MCO,384,3005,16,30,2013-02-08 16:00:00
2013,2,20,713,700,13,1132,1119,27,AA,8707,N761AC,JFK,BOS,259,1975,7,0,2013-02-20 07:00:00
2013,10,22,1645,1645,0,2082,2082,29,AS,3871,N160CE,EWR,CLT,277,2090,16,45,2013-10-22 16:00:00
2013,2,26,1157,1130,27,1279,1252,14,WN,7167,N582GC,LGA,MKE,82,621,11,30,2013-02-26 11:00:00
2013,8,18,1245,1245,0,1356,1356,27,FL,2556,N617DD,EWR,ATL,71,626,12,45,2013-08-18 12:00:00
2013,11,1,2223,2215,8,2728,2720,0,VX,2125,N867AC,JFK,SFO,305,2491,22,15,2013-11-01 22:00:00
2013,6,26,2062,2100,-38,2172,2210,-32,AS,5227,N349BC,LGA,MDW,70,575,21,0,2013-06-26 21:00:00
2013,3,26,820,800,20,873,853,36,AS,8198,N884AF,LGA,DEN,53,481,8,0,2013-03-26 08:00:00
2013,3,19,1110,1045,65,1628,1563,80,AS,5042,N429HC,LGA,MSY,318,2804,10,45,2013-03-19 10:00:00
2013,6,5,1639,1600,39,1858,1819,59,B6,9309,N898BB,LGA,PHL,139,1181,16,0,2013-06-05 16:00:00
2013,9,9,2182,2145,37,2292,2255,57,MQ,7477,N859DF,JFK,RDU,70,606,21,45,2013-09-09 21:00:00
2013,11,25,1542,1500,42,1787,1745,30,AS,5841,N874GD,JFK,BQN,165,1305,15,0,2013-11-25 15:00:00
2013,11,1,2271,2145,126,2678,2552,118,WN,4454,N538GA,EWR,MKE,247,1910,21,45,2013-11-01 21:00:00
2013,7,5,751,715,36,887,851,30,HA,1925,N502DF,JFK,STL,96,826,7,15,2013-07-05 07:00:00
2013,9,15,1892,1830,62,1945,1883,92,MQ,5130,N958AC,EWR,SJU,53,481,18,30,2013-09-15 18:00:00
2013,8,21,878,830,48,924,876,49,HA,3042,N264AA,EWR,BQN,46,350,8,30,2013-08-21 08:00:00
2013,3,10,933,900,33,1354,1321,61,F9,3785,N921HD,JFK,SJU,261,2049,9,0,2013-03-10 09:00:00
2013,1,9,2017,2000,17,2557,2540,43,F9,9067,N691GD,LGA,MDW,340,2842,20,0,2013-01-09 20:00:00
2013,3,19,511,545,-34,927,961,-20,FL,341,N224EA,LGA,PHL,256,1972,5,45,2013-03-19 05:00:00
2013,1,10,1050,1030,20,1568,1548,20,AA,1374,N339AC,EWR,PBI,318,2619,10,30,2013-01-10 10:00:00
2013,4,7,1234,1230,4,1463,1459,20,9E,7809,N225EB,JFK,TPA,149,1147,12,30,2013-04-07 12:00:00
2013,9,9,1293,1315,-22,1896,1918,7,F9,7840,N317AE,LGA,SEA,363,2866,13,15,2013-09-09 13:00:00
2013,11,13,2163,2130,33,2314,2281,43,YV,7083,N682DB,LGA,SNA,111,847,21,30,2013-11-13 21:00:00
2013,9,14,955,945,10,1608,1598,3,HA,110,N335AA,LGA,HNL,413,3846,9,45,2013-09-14 09:00:00
2013,9,24,1166,1145,21,1414,1393,32,YV,358,N832ED,JFK,OAK,168,1496,11,45,2013-09-24 11:00:00
2013,1,10,1917,1900,17,2557,2540,5,DL,9012,N217AB,EWR,PBI,400,3742,19,0,2013-01-10 19:00:00
2013,5,22,1314,1330,-16,1739,1755,-19,VX,4741,N833HC,LGA,MCO,265,2340,13,30,2013-05-22 13:00:00
2013,11,12,1536,1515,21,2182,2161,49,AS,2294,N291HE,JFK,ATL,406,3830,15,15,2013-11-12 15:00:00
2013,1,1,1524,1515,9,1571,1562,26,VX,4849,N290CF,JFK,MDW,47,372,15,15,2013-01-01 15:00:00
2013,6,23,1906,1945,-39,2235,2274,-51,DL,9506,N187AE,JFK,LAX,209,1633,19,45,2013-06-23 19:00:00
2013,1,9,1140,1215,-75,1298,1373,-73,EV,5384,N512GC,LGA,STL,118,1026,12,15,2013-01-09 12:00:00
2013,1,6,1562,1530,32,1679,1647,33,B6,1575,N592HE,JFK,MKE,77,612,15,30,2013-01-06 15:00:00
2013,7,14,1407,1400,7,1552,1545,6,9E,7861,N122BF,EWR,CLT,105,994,14,0,2013-07-14 14:00:00
2013,4,27,887,915,-28,1191,1219,-4,UA,3501,N819GF,LGA,PHL,184,1443,9,15,2013-04-27 09:00:00
2013,6,19,1588,1615,-27,2093,2120,-3,HA,7032,N177AB,EWR,ORD,305,2780,16,15,2013-06-19 16:00:00
2013,1,3,842,900,-58,1166,1224,-67,9E,607,N876HC,EWR,LAX,204,1698,9,0,2013-01-03 09:00:00
2013,12,28,785,730,55,1089,1034,74,EV,5328,N991HD,LGA,CLT,184,1417,7,30,2013-12-28 07:00:00
2013,3,21,1862,1845,17,2481,2464,45,MQ,9872,N116HD,EWR,CLT,379,3554,18,45,2013-03-21 18:00:00
2013,9,12,1493,1530,-37,2035,2072,-51,WN,9473,N480DE,JFK,FLL,342,2659,15,30,2013-09-12 15:00:00
2013,1,19,847,815,32,1470,1438,48,B6,4079,N498AF,LGA,PHX,383,3247,8,15,2013-01-19 08:00:00
2013,2,17,1296,1315,-19,1753,1772,-9,F9,4356,N393GD,EWR,CLE,297,2592,13,15,2013-02-17 13:00:00
2013,6,15,2266,2230,36,2568,2532,21,DL,8024,N130BD,LGA,STL,182,1496,22,30,2013-06-15 22:00:00
2013,5,7,869,815,54,1384,1330,84,WN,756,N863AD,JFK,MSP,315,2738,8,15,2013-05-07 08:00:00
2013,4,8,1573,1515,58,2196,2138,73,AA,7706,N822AB,EWR,CLT,383,3399,15,15,2013-04-08 15:00:00
2013,3,8,1052,1045,7,1693,1686,7,US,1975,N347DA,EWR,PHL,401,3483,10,45,2013-03-08 10:00:00
2013,8,20,2091,2100,-9,2630,2639,-19,B6,3991,N875GE,EWR,ATL,339,3122,21,0,2013-08-20 21:00:00
2013,2,18,1415,1415,0,1558,1558,9,HA,8250,N882AD,EWR,IAD,103,800,14,15,2013-02-18 14:00:00
2013,3,4,1161,1145,16,1318,1302,8,WN,4859,N170GE,EWR,MSP,117,928,11,45,2013-03-04 11:00:00
2013,1,22,557,545,12,1202,1190,36,US,3513,N141GA,LGA,ORD,405,3755,5,45,2013-01-22 05:00:00
2013,9,7,1784,1800,-16,2226,2242,-5,OO,4624,N434GC,LGA,MIA,282,2337,18,0,2013-09-07 18:00:00
2013,7,26,1539,1515,24,2057,2033,42,9E,2197,N316CA,LGA,DTW,318,2778,15,15,2013-07-26 15:00:00
2013,12,16,1476,1500,-24,2087,2111,-23,MQ,8968,N991GB,JFK,BWI,371,3340,15,0,2013-12-16 15:00:00
2013,11,4,1390,1415,-25,1610,1635,-19,B6,6374,N640EA,LGA,RDU,140,1310,14,15,2013-11-04 14:00:00
2013,9,5,2229,2145,84,2751,2667,69,MQ,8935,N450AD,EWR,CLT,322,2785,21,45,2013-09-05 21:00:00
2013,11,7,2126,2130,-4,2778,2782,-11,HA,1139,N178HF,JFK,SEA,412,3100,21,30,2013-11-07 21:00:00
2013,7,2,1037,1030,7,1689,1682,6,OO,9384,N931AC,EWR,MCO,412,3249,10,30,2013-07-02 10:00:00
2013,5,27,590,615,-25,1031,1056,-3,AA,1187,N373GC,JFK,SFO,281,2505,6,15,2013-05-27 06:00:00
2013,7,15,1249,1245,4,1598,1594,-8,VX,887,N360HB,JFK,MCO,229,1964,12,45,2013-07-15 12:00:00
2013,7,13,1504,1515,-11,2019,2030,9,WN,2077,N407CF,EWR,CVG,315,2599,15,15,2013-07-13 15:00:00
2013,11,1,1953,1930,23,2004,1981,38,UA,3772,N708DB,JFK,MSP,51,390,19,30,2013-11-01 19:00:00
2013,10,13,2130,2145,-15,2668,2683,-2,AS,9195,N607AB,EWR,PBI,338,2613,21,45,2013-10-13 21:00:00
2013,7,13,647,630,17,1296,1279,26,AA,1378,N605AC,LGA,DTW,409,3215,6,30,2013-07-13 06:00:00
2013,11,4,1595,1530,65,2035,1970,79,9E,980,N523BC,EWR,SJU,280,2262,15,30,2013-11-04 15:00:00
2013,4,18,1512,1500,12,2034,2022,25,US,2670,N726BD,JFK,PBI,322,2946,15,0,2013-04-18 15:00:00
2013,10,14,1795,1800,-5,2342,2347,1,B6,7740,N456CE,EWR,HNL,347,2802,18,0,2013-10-14 18:00:00
2013,2,13,2060,2045,15,2499,2484,9,F9,1039,N578CB,EWR,MSP,279,2448,20,45,2013-02-13 20:00:00
2013,10,10,525,515,10,579,569,-4,DL,9931,N994EC,JFK,BWI,54,422,5,15,2013-10-10 05:00:00
2013,10,9,2231,2200,31,2358,2327,33,OO,937,N891EF,JFK,MCO,87,786,22,0,2013-10-09 22:00:00
2013,2,21,1762,1730,32,1908,1876,56,9E,3914,N455GB,JFK,BQN,106,875,17,30,2013-02-21 17:00:00
2013,6,24,2225,2200,25,2853,2828,34,9E,4855,N293AA,LGA,RDU,388,3634,22,0,2013-06-24 22:00:00
2013,3,2,1669,1615,54,1775,1721,81,9E,2080,N315AE,JFK,RDU,66,510,16,15,2013-03-02 16:00:00
2013,8,25,982,1000,-18,1428,1446,-32,F9,4587,N435HE,EWR,STL,286,2272,10,0,2013-08-25 10:00:00
2013,1,19,2047,2030,17,2571,2554,8,US,4450,N413HF,JFK,DFW,324,3007,20,30,2013-01-19 20:00:00
2013,4,19,1186,1130,56,1619,1563,69,US,5338,N469FD,JFK,OAK,273,2360,11,30,2013-04-19 11:00:00
2013,7,2,966,945,21,1601,1580,15,MQ,269,N749HC,EWR,SJU,395,3393,9,45,2013-07-02 09:00:00
2013,7,10,823,830,-7,1434,1441,-8,FL,7715,N450BF,LGA,CLE,371,3329,8,30,2013-07-10 08:00:00
2013,10,24,1996,2000,-4,2612,2616,2,B6,1455,N588EC,EWR,FLL,376,2898,20,0,2013-10-24 20:00:00
2013,6,11,1129,1145,-16,1274,1290,-10,YV,4597,N722FB,EWR,MDW,105,828,11,45,2013-06-11 11:00:00
2013,6,6,1882,1800,82,2228,2146,98,FL,8421,N836HE,EWR,HNL,226,1935,18,0,2013-06-06 18:00:00
2013,10,18,1715,1615,100,1842,1742,119,WN,873,N855GA,EWR,MSY,87,773,16,15,2013-10-18 16:00:00
2013,9,21,1745,1745,0,2189,2189,3,US,8196,N216DB,EWR,PBI,284,2421,17,45,2013-09-21 17:00:00
2013,9,8,2160,2145,15,2262,2247,7,YV,2547,N875DA,LGA,CLE,62,587,21,45,2013-09-08 21:00:00
2013,1,23,1185,1130,55,1626,1571,78,UA,3382,N708HB,EWR,DTW,281,2163,11,30,2013-01-23 11:00:00
2013,10,22,699,700,-1,834,835,10,US,3204,N959CA,JFK,PHL,95,761,7,0,2013-10-22 07:00:00
2013,2,26,1965,1930,35,2317,2282,50,MQ,5488,N486BE,LGA,MCO,232,2037,19,30,2013-02-26 19:00:00
2013,2,17,604,615,-11,1152,1163,13,AA,1698,N298CC,JFK,BWI,348,3116,6,15,2013-02-17 06:00:00
2013,12,5,2214,2215,-1,2423,2424,-15,B6,3173,N203DB,LGA,PHL,129,1045,22,15,2013-12-05 22:00:00
2013,6,5,1980,1945,35,2339,2304,35,WN,766,N640BC,EWR,RDU,239,2190,19,45,2013-06-05 19:00:00
2013,4,17,860,945,-85,1509,1594,-82,VX,8241,N516EF,LGA,MKE,409,3864,9,45,2013-04-17 09:00:00
2013,2,3,1912,1930,-18,2361,2379,-9,UA,7278,N811DD,LGA,MSP,289,2304,19,30,2013-02-03 19:00:00
2013,10,6,1889,1915,-26,2302,2328,-13,AA,9326,N811FA,JFK,MDW,253,2094,19,15,2013-10-06 19:00:00
2013,10,4,1517,1545,-28,1824,1852,-7,EV,9104,N183FE,LGA,ORD,187,1485,15,45,2013-10-04 15:00:00
2013,10,25,833,845,-12,1152,1164,14,DL,2630,N425BC,JFK,SFO,199,1730,8,45,2013-10-25 08:00:00
2013,8,9,765,730,35,1181,1146,55,EV,2042,N206DD,LGA,SFO,256,2134,7,30,2013-08-09 07:00:00
2013,7,15,1188,1145,43,1338,1295,71,US,1969,N581CE,EWR,CLT,110,921,11,45,2013-07-15 11:00:00
2013,1,14,1778,1730,48,2291,2243,38,AS,6739,N263FA,LGA,MIA,313,2726,17,30,2013-01-14 17:00:00
2013,10,5,1043,1100,-57,1177,1234,-48,US,5635,N444BB,LGA,BWI,94,757,11,0,2013-10-05 11:00:00
2013,3,4,2322,2215,107,2455,2348,99,AA,8061,N824BB,LGA,SNA,93,837,22,15,2013-03-04 22:00:00
2013,9,23,997,1045,-48,1625,1673,-26,HA,7586,N149BA,LGA,CLT,388,3505,10,45,2013-09-23 10:00:00
2013,8,26,1391,1430,-39,1436,1475,-19,UA,9851,N337CE,JFK,RDU,45,396,14,30,2013-08-26 14:00:00
2013,8,6,1516,1430,86,1856,1770,77,B6,1798,N390DC,EWR,BOS,220,1739,14,30,2013-08-06 14:00:00
2013,6,4,1437,1515,-78,1566,1644,-90,MQ,9035,N585CE,EWR,STL,89,776,15,15,2013-06-04 15:00:00
2013,8,16,1882,1900,-18,2120,2138,-12,B6,8994,N830ED,LGA,CVG,158,1283,19,0,2013-08-16 19:00:00
2013,11,21,743,745,-2,947,949,4,AS,2195,N988GC,LGA,DEN,124,1156,7,45,2013-11-21 07:00:00
2013,7,4,2124,2130,-6,2441,2447,11,9E,8188,N489HC,EWR,LAX,197,1649,21,30,2013-07-04 21:00:00
2013,4,25,698,700,-2,812,814,14,WN,5808,N756FF,JFK,BQN,74,649,7,0,2013-04-25 07:00:00
2013,2,2,1442,1415,27,1883,1856,26,YV,1930,N197FD,LGA,CLE,281,2565,14,15,2013-02-02 14:00:00
2013,5,24,1884,1930,-46,2395,2441,-45,9E,2288,N135EF,EWR,TPA,311,2508,19,30,2013-05-24 19:00:00
2013,5,14,1488,1500,-12,2095,2107,-26,UA,5456,N500FD,JFK,FLL,367,3014,15,0,2013-05-14 15:00:00
2013,4,17,2093,2115,-22,2243,2265,-12,F9,7267,N172FD,JFK,DTW,110,1000,21,15,2013-04-17 21:00:00
2013,3,9,1715,1715,0,2229,2229,27,UA,1926,N841FE,JFK,TPA,314,2928,17,15,2013-03-09 17:00:00
2013,1,26,899,900,-1,1052,1053,-15,EV,9730,N865HA,JFK,ATL,113,973,9,0,2013-01-26 09:00:00
2013,5,18,1445,1445,0,2045,2045,12,MQ,750,N328AA,JFK,CVG,360,2858,14,45,2013-05-18 14:00:00
2013,11,20,1133,1100,33,1380,1347,37,HA,2444,N315EA,LGA,MDW,167,1274,11,0,2013-11-20 11:00:00
2013,5,27,619,645,-26,1071,1097,-12,EV,7649,N840BC,LGA,MIA,292,2466,6,45,2013-05-27 06:00:00
2013,6,20,760,700,60,886,826,90,AA,6658,N183HA,JFK,SFO,86,779,7,0,2013-06-20 07:00:00
2013,11,27,1916,1815,101,2333,2232,126,DL,7026,N233FF,EWR,BWI,257,2177,18,15,2013-11-27 18:00:00
2013,4,4,1302,1300,2,1819,1817,26,B6,7675,N676FE,EWR,DTW,317,2865,13,0,2013-04-04 13:00:00
2013,4,3,523,500,23,728,705,30,US,5443,N349HB,EWR,OAK,125,992,5,0,2013-04-03 05:00:00
2013,10,22,585,615,-30,1139,1169,-37,F9,6415,N949BE,LGA,CVG,354,2843,6,15,2013-10-22 06:00:00
2013,11,28,1893,1915,-22,2434,2456,-4,HA,1121,N616GC,EWR,DTW,341,3224,19,15,2013-11-28 19:00:00
2013,3,6,1560,1515,45,2082,2037,42,EV,6571,N178FC,LGA,CLT,322,2492,15,15,2013-03-06 15:00:00
2013,4,21,641,645,-4,1199,1203,10,YV,7715,N343BB,JFK,PBI,358,2934,6,45,2013-04-21 06:00:00
2013,3,13,867,845,22,1108,1086,52,UA,564,N294FE,LGA,SNA,161,1369,8,45,2013-03-13 08:00:00
2013,3,19,619,600,19,1157,1138,41,VX,6362,N278EC,LGA,CLE,338,3190,6,0,2013-03-19 06:00:00
2013,8,6,1187,1115,72,1806,1734,83,EV,3083,N412CA,JFK,DFW,379,3331,11,15,2013-08-06 11:00:00
2013,8,19,1001,1045,-44,1515,1559,-46,9E,723,N250EA,EWR,SNA,314,2929,10,45,2013-08-19 10:00:00
2013,12,8,1284,1300,-16,1532,1548,4,VX,6034,N997FC,LGA,RDU,168,1500,13,0,2013-12-08 13:00:00
2013,11,12,1682,1700,-18,2237,2255,7,EV,9561,N886GE,LGA,CLE,355,3258,17,0,2013-11-12 17:00:00
2013,9,12,1082,1100,-18,1390,1408,-23,US,2924,N177GB,JFK,HNL,188,1543,11,0,2013-09-12 11:00:00
2013,4,6,1268,1315,-47,1904,1951,-34,AS,3914,N322FF,LGA,SFO,396,3015,13,15,2013-04-06 13:00:00
2013,4,22,2245,2230,15,2894,2879,19,VX,746,N960BF,LGA,BOS,409,3521,22,30,2013-04-22 22:00:00
2013,9,12,2009,2030,-21,2438,2459,-4,WN,7534,N497HE,LGA,BWI,269,2132,20,30,2013-09-12 20:00:00
2013,4,12,1844,1900,-56,2094,2150,-38,AA,2318,N616AB,EWR,CVG,170,1534,19,0,2013-04-12 19:00:00
2013,10,21,972,1015,-43,1117,1160,-20,US,2387,N117CC,LGA,SFO,105,826,10,15,2013-10-21 10:00:00
2013,11,4,1050,1115,-65,1391,1456,-50,OO,2625,N275AD,EWR,BQN,221,1989,11,15,2013-11-04 11:00:00
2013,9,22,1190,1215,-25,1798,1823,2,VX,3013,N254AE,EWR,SJU,368,3120,12,15,2013-09-22 12:00:00
2013,10,27,2170,2130,40,2308,2268,32,FL,5839,N195BE,JFK,DFW,98,882,21,30,2013-10-27 21:00:00
2013,5,7,1595,1515,80,2197,2117,96,AS,3176,N747FC,JFK,DFW,362,3201,15,15,2013-05-07 15:00:00
2013,3,5,1222,1230,-8,1347,1355,9,DL,1176,N222BE,LGA,BQN,85,663,12,30,2013-03-05 12:00:00
2013,12,8,2251,2200,51,2877,2826,49,OO,8643,N741HF,EWR,MIA,386,3623,22,0,2013-12-08 22:00:00
2013,7,12,1635,1600,35,2263,2228,37,F9,4648,N912AF,JFK,CLE,388,3114,16,0,2013-07-12 16:00:00
2013,1,19,2199,2130,69,2308,2239,60,EV,9872,N997AD,EWR,DEN,69,622,21,30,2013-01-19 21:00:00
2013,8,10,530,515,15,636,621,5,UA,7131,N384AE,EWR,DFW,66,510,5,15,2013-08-10 05:00:00
2013,10,7,1796,1815,-19,2310,2329,-6,B6,5164,N664AA,EWR,MDW,314,2775,18,15,2013-10-07 18:00:00
2013,8,12,846,815,31,1149,1118,44,FL,978,N419CB,EWR,DTW,183,1390,8,15,2013-08-12 08:00:00
2013,3,27,2213,2200,13,2326,2313,8,WN,4662,N807FE,JFK,MSP,73,664,22,0,2013-03-27 22:00:00
2013,8,1,1331,1345,-14,1562,1576,-29,B6,9068,N904DB,JFK,SFO,151,1282,13,45,2013-08-01 13:00:00
2013,10,24,1923,1900,23,2360,2337,14,WN,3359,N367GF,LGA,PBI,277,2525,19,0,2013-10-24 19:00:00
2013,9,21,2218,2200,18,2737,2719,14,UA,1665,N928HF,JFK,MDW,319,2863,22,0,2013-09-21 22:00:00
2013,1,5,937,945,-8,1057,1065,-18,US,7878,N229GA,EWR,ORD,80,688,9,45,2013-01-05 09:00:00
2013,10,16,916,930,-14,1250,1264,-8,F9,393,N660BF,JFK,HNL,214,1683,9,30,2013-10-16 09:00:00
2013,11,28,926,900,26,1536,1510,48,DL,4474,N980DE,EWR,DEN,370,3192,9,0,2013-11-28 09:00:00
2013,8,5,1039,1100,-61,1196,1257,-73,FL,9257,N842CE,EWR,HNL,117,1100,11,0,2013-08-05 11:00:00
2013,8,5,781,800,-19,1317,1336,-12,9E,3605,N168CB,JFK,ORD,336,2702,8,0,2013-08-05 08:00:00
